字母A
阿杜,#genre#
杨丞琳、周洁琼、朱星杰、杨坤、闪光的乐队 - 慢慢喜欢你 - 闪光的乐队 第8期,https://cfss.cc/api/kg/DCF90C4E1F3B18264BD0617A2853D209.mp4
杨坤、杨丞琳、朱星杰、闪光的乐队 - 孤勇者 - 闪光的乐队 第5期,https://cfss.cc/api/kg/5C3B5393AEDE70522AE9CCDF608A1EC2.mp4
杨坤、朱星杰、杨丞琳、周洁琼、闪光的乐队 - 霓虹甜心 - 闪光的乐队 第6期,https://cfss.cc/api/kg/68BED0A091C8EB39E5A4100FCD4875AB.mp4
杨丞琳、王靖雯、朱星杰、CORSAK胡梦周、闪光的乐队 - 生活总该迎着光亮 - 闪光的乐队 第12期,https://cfss.cc/api/kg/B384A92394597027C77EDB85665C3604.mp4
杨丞琳-青春住了谁,http://em.21dtv.com/songs/60145249.mkv
杨丞琳-其实我们值得幸福,http://em.21dtv.com/songs/60106963.mkv
杨丞琳-孤独是一种安全感,http://em.21dtv.com/songs/60085146.mkv
杨丞琳-在你怀里的微笑(演唱会),http://em.21dtv.com/songs/60057108.mkv
杨丞琳-我需要一的拥抱,http://em.21dtv.com/songs/60089351.mkv
杨丞琳-少年维特的烦恼,http://em.21dtv.com/songs/60088055.mkv
杨丞琳-少年维持的烦恼,http://em.21dtv.com/songs/60069798.mkv
傅秋英-四季花开望哥来,http://em.21dtv.com/songs/60040690.mkv杨丞琳-晒焦的一双耳朵,http://em.21dtv.com/songs/60063245.mkv
杨丞琳-不被祝福的幸福,http://em.21dtv.com/songs/60081730.mkv

杨丽珍,#genre#
杨丽珍_情为何物,https://vd2.bdstatic.com/mda-nk3am8nwdgqfy6nh/sc/cae_h264/1667555203921394810/mda-nk3am8nwdgqfy6nh.mp4
杨丽珍_想念你,https://vd2.bdstatic.com/mda-iggwqt9cezpyirjn/sc/mda-iggwqt9cezpyirjn.mp4
杨丽珍_虚情的爱,https://vd2.bdstatic.com/mda-mi1dd05gmhwejdwn/sc/cae_h264/1630576203346678103/mda-mi1dd05gmhwejdwn.mp4
花花是fafa- - 情感舒情歌曲（爱你的心）演唱《杨丽珍》伤感悲伤遗憾★欢迎昤听！,https://cfss.cc/api/kg/B6D1FE969D9C93B0CAED21CC55B726CA.mp4

杨幂,#genre#
享受寂寞 - 杨幂,https://cfss.cc/api/kg/6AF18B4B5AA6391DEF74F8732E8CA443.mp4
杨幂 - 爱的供养 - KTV版,https://cfss.cc/api/kg/565F1852EBA396FBDCD541F8FE5C60F0.mp4
逍遥墨竹 - 杨幂,https://cfss.cc/api/kg/D4A0DFD47FAEBE36320CFA8D560AD961.mp4
非诚勿扰 - 杨幂,https://cfss.cc/api/kg/A5DAE9AE68E7DFBBB9ED134CB4F667E0.mp4
杨幂 - 爱的供养 - 2011快乐大本营现场,https://cfss.cc/api/kg/B63188282CB31BE6B53FED7C73FADA90.mp4
杨幂 - 爱的供养 - 《我为宫狂》电视剧主题曲,https://cfss.cc/api/kg/73B481EF42904632A529D49F9ABF6638.mp4
爱豆圈 - 杨幂周笔畅联手演绎《世间美好与你环环相扣》，一张嘴差距尽显！,https://cfss.cc/api/kg/867DEBFC80434D5FC84791F5D8316076.mp4
深蓝 - 杨幂,https://cfss.cc/api/kg/7DC6AAB649121C3F03DF2151A7566BF8.mp4

杨小壮,#genre#
杨小壮 Ⅰ 孤芳自赏,https://vdse.bdstatic.com//650fda26067e619a8632b173052b3a08.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2020-01-31T14%3A25%3A59Z%2F-1%2Fhost%2F861309b4a756c61dd0bad3718d9b8a27123c24838b9b4c8ec82bda2d04869c69#https://vdse.bdstatic.com//650fda26067e619a8632b173052b3a08.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2020-01-31T14%3A25%3A59Z%2F-1%2Fhost%2F861309b4a756c61dd0bad3718d9b8a27123c24838b9b4c8ec82bda2d04869c69
杨小壮 - 一个人挺好,https://cfss.cc/api/kg/B7D63875C981371E81406675AF5117F4.mp4
杨小壮 - 最后的人,https://cfss.cc/api/kg/0BADEDA0960D7570C2E8A5C5EF7402B7.mp4
鹏鹏、杨小壮 - 口是心非 - KTV版,https://cfss.cc/api/kg/6C5488EC0CA30B5B6541DF0AA0DA9CC5.mp4
杨小壮 - 逞强,https://cfss.cc/api/kg/A79C7E0FB168BBF946796D42A30CF60D.mp4
杨小壮 - 两个世界 - 竖版,https://cfss.cc/api/kg/5218CDF5AA6B3F595562D3DC009CCB0D.mp4
杨小壮 - 再也不是你 - 歌词版,https://cfss.cc/api/kg/6C9276FA185A7532D4A4BD8C25E877E3.mp4
杨小壮 - 孤芳自赏 - KTV版,https://cfss.cc/api/kg/F39559C5EA9FF2B745B53A689A0ED123.mp4
杨小壮 - 最后的人 - KTV版,https://cfss.cc/api/kg/11AC24271A719B0B473A58434E674C73.mp4
杨小壮 - 再也没有那种感觉 - 歌词版,https://cfss.cc/api/kg/86780F1C92FBA39D70D3DC973DCC5983.mp4
杨小壮 - 情深几许 (DJ版) - KTV版,https://cfss.cc/api/kg/877BC9663E20B6632820830AA0B627AF.mp4
维维任意门 - 两个世界 DJ-杨小壮,https://cfss.cc/api/kg/A5A73F01C1AA0CCB981FFD18660FD6F6.mp4
杨小壮、岑溪阿祥 - 微笑吧 - DJ阿祥版,https://cfss.cc/api/kg/2FF0BB2CB6206BE6F1593AD28E084547.mp4
杨小壮 - 最后的人 - DJ阿卓版)(现场版,https://cfss.cc/api/kg/5F787A6BE0BDFA7C26FF8994AC3AB003.mp4
杨小壮 - 情深几许 - KTV版,https://cfss.cc/api/kg/68645BE34921A90798A8E2ABD6B2E6EE.mp4
杨小壮 - 一个人挺好 - 杨小壮酷狗首唱会现场,https://cfss.cc/api/kg/68C555E0D078FA383D8AC273A542911C.mp4
杨小壮、酷狗首唱会 - 我承认我自卑 - 酷狗首唱会现场,https://cfss.cc/api/kg/93C22C928BA14671DCA83900847AC9EC.mp4
杨小壮 - 我为爱情掉过几滴泪 - 现场版,https://cfss.cc/api/kg/63559994A6F11AE35FAA62CDDD6DAF45.mp4
杨小壮、岑溪阿祥 - 微笑吧 - DJ阿祥版,https://cfss.cc/api/kg/2FF0BB2CB6206BE6F1593AD28E084547.mp4

杨千嬅,#genre#
杨千嬅、王俊凯 - 花好月圆夜 - 2021大湾区中秋电影音乐晚会,https://cfss.cc/api/kg/6B488229C97CE05308ABAC998000D787.mp4
杨千嬅 - 处处吻,https://cfss.cc/api/kg/1F8EAE66510C4244B89507BF7CF0D295.mp4
杨千嬅、Eric周兴哲、中国梦之声·我们的歌 - 处处吻 - 中国梦之声·我们的歌第三季 第2期,https://cfss.cc/api/kg/5A8390BE978EB8915958DFBC97C8CE52.mp4
杨千嬅 - 野孩子 - Concert YY 黄伟文作品展 演唱会,https://cfss.cc/api/kg/02604A16159789BCA9D2CAF6310B4545.mp4
杨千嬅、Eric周兴哲、中国梦之声·我们的歌 - 永不失联的爱 - 中国梦之声·我们的歌第三季 第5期,https://cfss.cc/api/kg/035872EBB0F15F4826C73612FF9CFC23.mp4

杨钰莹,#genre#
毛宁/杨钰莹-心雨,http://vodcdn.video.taobao.com/oss/ali-video/0191a1eb6017684a3641a51d32c9633a/video.m3u8
杨钰莹-轻轻告诉你,http://vodcdn.video.taobao.com/oss/ali-video/1905c60363f40cea52f342ec59132da0/video.m3u8
杨钰莹-红彤彤的春天,http://vodcdn.video.taobao.com/oss/ali-video/31fcc5242ffc9a00a5a62d89b21c0bea/video.m3u8
杨钰莹-我不想说,http://vodcdn.video.taobao.com/oss/ali-video/cc97a07de2cac88c025590ef874253fc/video.m3u8
杨钰莹-等你一万年,http://vodcdn.video.taobao.com/oss/ali-video/e1e0b88e5c6d40d7176f353d41aac985/video.m3u8
毛宁/杨钰莹-心雨,http://vodcdn.video.taobao.com/oss/ali-video/0191a1eb6017684a3641a51d32c9633a/video.m3u8
杨钰莹-轻轻告诉你,http://vodcdn.video.taobao.com/oss/ali-video/1905c60363f40cea52f342ec59132da0/video.m3u8
杨钰莹-我不想说,http://vodcdn.video.taobao.com/oss/ali-video/cc97a07de2cac88c025590ef874253fc/video.m3u8
杨钰莹-等你一万年,http://vodcdn.video.taobao.com/oss/ali-video/e1e0b88e5c6d40d7176f353d41aac985/video.m3u8
杨钰莹-红彤彤的春天,http://vodcdn.video.taobao.com/oss/ali-video/31fcc5242ffc9a00a5a62d89b21c0bea/video.m3u8
薛凯琪、杨千嬅、胡海泉、周笔畅、杨钰莹、王嘉尔 - 歌组合：声生不息 - 2022中国网络视听年度盛典,https://cfss.cc/api/kg/662F1D2FE787339C5380EE8047F2307A.mp4
杨钰莹 - 茶山情歌 - KTV版,https://cfss.cc/api/kg/D592D09D9DA97CEA96B11E79162EDAED.mp4
杨钰莹、毛宁 - 心雨 - KTV版,https://cfss.cc/api/kg/0532AF1AF6DB46BFED4A82CB54B16E4A.mp4
杨钰莹 - 我不想说 - KTV版,https://cfss.cc/api/kg/50C3ADD75439101658F930CB8F5471D4.mp4
杨钰莹 - 桃花运 - KTV版,https://cfss.cc/api/kg/A47E99E3DA0769E9170BD7FB5CF3FADE.mp4
杨钰莹、毛宁 - 心雨 - 2015音乐大师课第四期现场,https://cfss.cc/api/kg/9C4033064758E5F0082EB5245B5AC2A4.mp4
杨钰莹 - 我在春天等你 - 看见美好生活主题晚会 20/09/20,https://cfss.cc/api/kg/DA3A4EB4DC6701D07D1894EF4D53AA38.mp4
杨钰莹、毛宁 - 心雨 - 音乐大师课,https://cfss.cc/api/kg/52E40DC1BCA63BE139F3C79FE6A15633.mp4
杨钰莹 - 轻轻的告诉你 - KTV版,https://cfss.cc/api/kg/9E6B8CCDF4380ADE0A355AEB54EDDB4C.mp4
杨钰莹、毛宁 - 心雨 - 2014杨钰莹广州演唱会,https://cfss.cc/api/kg/C44B2D74098C6F112F10021037A00915.mp4
杨钰莹 - 我不想说 - 2021广东卫视春晚,https://cfss.cc/api/kg/D56BCC47CEBBDCD17456DD0EDE89129D.mp4
薛凯琪、杨千嬅、胡海泉、周笔畅、杨钰莹、王嘉尔 - 歌组合：声生不息 - 2022中国网络视听年度盛典,https://cfss.cc/api/kg/662F1D2FE787339C5380EE8047F2307A.mp4
薛凯琪、杨千嬅、胡海泉、周笔畅、杨钰莹、王嘉尔 - 歌组合：声生不息 - 2022中国网络视听年度盛典,https://cfss.cc/api/kg/662F1D2FE787339C5380EE8047F2307A.mp4
郑少秋、杨钰莹 - 恋爱百分百,https://cfss.cc/api/kg/172116DCBFFE5981B9BCF2638216B7E6.mp4
杨钰莹、林志颖 - 17岁的雨季 & 轻轻的告诉你 & 心火 & 非爱不可 & We Are Young & 爱情发的光 & 心无瑕 14年北京电视台春晚 现场版,https://cfss.cc/api/kg/8C0C83093B89FD948109FEADBF0D3E45.mp4
杨钰莹、毛宁 - 心雨 - KTV版,https://cfss.cc/api/kg/0532AF1AF6DB46BFED4A82CB54B16E4A.mp4
杨钰莹、毛宁 - 心雨 - 2015音乐大师课第四期现场,https://cfss.cc/api/kg/9C4033064758E5F0082EB5245B5AC2A4.mp4
杨钰莹、毛宁 - 心雨 - 2014杨钰莹广州演唱会,https://cfss.cc/api/kg/C44B2D74098C6F112F10021037A00915.mp4
杨钰莹、毛宁 - 心雨 - 音乐大师课,https://cfss.cc/api/kg/52E40DC1BCA63BE139F3C79FE6A15633.mp4
毛宁 - 涛声依旧 - 2014杨钰莹广州演唱会,https://cfss.cc/api/kg/BBFC10948960AD774CD7EEBBBDC57287.mp4
毛宁、杨钰莹 - 友谊地久天长 - KTV版,https://cfss.cc/api/kg/AB3277AB7564981E103DC37B4C7FF391.mp4
毛宁、杨钰莹 - 三百六十五里路,https://cfss.cc/api/kg/7A1ACF4369C34C4C6C6446FDDAA9F622.mp4
毛宁、杨钰莹 - 心雨 - 2002北京演唱会,https://cfss.cc/api/kg/BAD152EEA3F46D30E7955A37D50A0E8F.mp4
杨钰莹、毛宁 - 心雨 - 现场版,https://cfss.cc/api/kg/FBCB0F49BB9DBAF996B3DCA85ADB27FB.mp4
林依轮 - 透过开满鲜花的月亮 - 2014杨钰莹广州演唱会,https://cfss.cc/api/kg/30971B808B2C099BD9D864225FBAD4E1.mp4
薛凯琪、杨千嬅、胡海泉、周笔畅、杨钰莹、王嘉尔 - 歌组合：声生不息 - 2022中国网络视听年度盛典,https://cfss.cc/api/kg/662F1D2FE787339C5380EE8047F2307A.mp4
薛凯琪、杨千嬅、胡海泉、周笔畅、杨钰莹、王嘉尔 - 歌组合：声生不息 - 2022中国网络视听年度盛典,https://cfss.cc/api/kg/662F1D2FE787339C5380EE8047F2307A.mp4
桃花岭阿斌 - 杨钰莹《我不想说》读高三时爱听的歌，是否勾起了你对青春的回忆。,https://cfss.cc/api/kg/11BC63C85AB0B88EE9359145B61185D3.mp4
杨钰莹 - 毛宁牵手杨钰莹出场 歌手孙浩激动落泪 - 现场版,https://cfss.cc/api/kg/EF09FE530B050E0D93BE9FEF5B03F593.mp4
杨钰莹、蔡国庆 - 我悄悄蒙上你的眼睛 - 2015天天向上现场,https://cfss.cc/api/kg/8E7F512C95765BA717CF5AEFE8688EE8.mp4
蔡国庆、杨钰莹 - 365个祝福,https://cfss.cc/api/kg/93A8C6162109A5824095FC0119E55075.mp4
戴军、杨钰莹 - 轻轻的告诉你 - 现场版,https://cfss.cc/api/kg/A25C6144B326BB33CDEA2F4B3760541F.mp4
毛宁/杨钰莹-心雨,http://vodcdn.video.taobao.com/oss/ali-video/0191a1eb6017684a3641a51d32c9633a/video.m3u8
杨钰莹-等你一万年,http://vodcdn.video.taobao.com/oss/ali-video/e1e0b88e5c6d40d7176f353d41aac985/video.m3u8
杨钰莹-红彤彤的春天,http://vodcdn.video.taobao.com/oss/ali-video/31fcc5242ffc9a00a5a62d89b21c0bea/video.m3u8
杨钰莹-轻轻告诉你,http://vodcdn.video.taobao.com/oss/ali-video/1905c60363f40cea52f342ec59132da0/video.m3u8
杨钰莹-我不想说,http://vodcdn.video.taobao.com/oss/ali-video/cc97a07de2cac88c025590ef874253fc/video.m3u8
杨钰莹+王添翼-让我轻轻的告诉你,http://em.21dtv.com/songs/60122892.mkv
毛宁+杨钰莹-在我生命中的每一天(演唱会),http://em.21dtv.com/songs/60057166.mkv
杨钰莹-星星是我看你的眼睛,http://em.21dtv.com/songs/60051117.mkv
毛宁+杨钰莹-悄悄的蒙上你的眼睛,http://em.21dtv.com/songs/60090028.mkv
杨钰莹+翠翠+王添翼+涂晓玲-茶山情歌,http://em.21dtv.com/songs/60122893.mkv
杨钰莹-我不需要你的安慰,http://em.21dtv.com/songs/60104234.mkv
毛宁+杨钰莹-悄悄蒙上你的眼睛(演唱会),http://em.21dtv.com/songs/60034420.mkv
毛宁+杨钰莹-能有几次这样的爱,http://em.21dtv.com/songs/60031349.mkv
杨钰莹-你若安好便是晴天,http://em.21dtv.com/songs/60103388.mkv
杨钰莹-你若安好便是晴天(演唱会),http://em.21dtv.com/songs/60076934.mkv
杨钰莹-你的心总是不一样,http://em.21dtv.com/songs/60031645.mkv
杨钰莹-好想找一个人谈谈,http://em.21dtv.com/songs/60089359.mkv
杨钰莹-都有一颗红亮的心(演唱会),http://em.21dtv.com/songs/60015726.mkv
杨钰莹-等你来带走我的心,http://em.21dtv.com/songs/60015006.mkv
杨钰莹-阳光下的白t恤(演唱会),http://em.21dtv.com/songs/60052185.mkv
杨钰莹-晚霞中的红蜻蜓,http://em.21dtv.com/songs/60043251.mkv
杨钰莹-晚霞中的红蜻蜓(演唱会),http://em.21dtv.com/songs/60043249.mkv
杨钰莹+毛宁-生命中的每一天(演唱会),http://em.21dtv.com/songs/60038592.mkv
杨钰莹-是否我不该等你(演唱会),http://em.21dtv.com/songs/60039428.mkv
杨钰莹-悄悄把你藏心里,http://em.21dtv.com/songs/60091416.mkv
杨钰莹-盼望天天看见你,http://em.21dtv.com/songs/60033168.mkv
毛宁+杨钰莹-欢乐从这里升起,http://em.21dtv.com/songs/60091545.mkv
杨钰莹+毛宁-友谊天长地久,http://em.21dtv.com/songs/60089358.mkv
杨钰莹-心相印手牵手,http://em.21dtv.com/songs/60050637.mkv

杨紫琼,#genre#
杨紫琼_爱似流星,https://vd4.bdstatic.com/mda-nei02hdtnd2c88ci/sc/cae_h264/1652920810425683641/mda-nei02hdtnd2c88ci.mp4
杨紫琼 - 爱似流星,https://cfss.cc/api/kg/A58FD2F924F46A1360954DF2EE969392.mp4
小凯 - 瞬息全宇宙女主杨紫琼早期访谈 #最能打的007邦女郎 #Tomorrow never dies 明日帝国 #Everything everywhere,https://cfss.cc/api/kg/2AD4B58A1EEA36FEFFAA9843BD2A0660.mp4
翦瞳秋 - 飞天猴子欲虏豆腐西施回山寨，青年#甄子丹 上演英雄救美#洪欣 #港剧 #苑琼丹 #杨紫琼 #经典 #美女,https://cfss.cc/api/kg/5C124BCFF6EE522B775CB1751EB6AB25.mp4
醉美谋女郎 - 曾经的女神你还记得吗？这三个你喜欢哪一个？#张敏 #梅艳芳 #杨紫琼 #东方三侠,https://cfss.cc/api/kg/E28E59F3BB38A2931CDBDA979696F73D.mp4
心情音乐坊 - 甄子丹来新加坡宣传电影《天龙八部之乔峰传》 赞扬杨紫琼为亚洲艺人树立典范,https://cfss.cc/api/kg/FBBFD51725D6D3BB3B9096842064C725.mp4
梅雨轩 - 《瞬息全宇宙》杨紫琼一脚踢倒的杂兵竟是昔日女打星？西协美智子的好莱坞龙套下半生,https://cfss.cc/api/kg/B792F77AE59BB2A8AB8CBCF21A29FA71.mp4

杨宗纬,#genre#
杨宗纬、丁芙妮、王希乔、洪健轶、我想和你唱 - 空白格 - 2016我想和你唱第一季第三期现场,https://cfss.cc/api/kg/095837988BBC558E8386FA8844DDF00F.mp4
叶蓓、杨宗纬 - 我们好像在哪见过 - 《咱们结婚吧》电视剧片尾曲,https://cfss.cc/api/kg/F8B08244AA97847A169ABC55FD0E0DC3.mp4
杨宗纬、叶蓓 - 我们好像在哪见过,https://cfss.cc/api/kg/EB6BAEABDF9BC0BA6609D77CC48A0BD3.mp4
杨宗纬、蒙面歌王 - 红尘来去一场梦 - 蒙面歌王 第6期,https://cfss.cc/api/kg/6F1AE17A492433CC683C8FC6696A29D2.mp4
杨宗纬、我是歌手 - 流浪记 - 现场版,https://cfss.cc/api/kg/1822D074B39EF566FA979655EC1C3730.mp4
杨宗纬 - 一次就好 - 《夏洛特烦恼》电影插曲,https://cfss.cc/api/kg/4E903BF5484A25C2DCA88AFC6719D8F4.mp4
杨宗纬 - 洋葱,https://cfss.cc/api/kg/F1379B8D9619F467E696DE9E1F56F217.mp4
华晨宇、杨宗纬 - 国王与乞丐,https://cfss.cc/api/kg/A452ED1752A12CCC9198168DED0E44F3.mp4
杨宗纬 - 给未来的自己 - 2008 Star! Start! 星空传奇演唱会KTV版,https://cfss.cc/api/kg/D68640630692BD1C45D4B1013BDF6A2C.mp4
杨宗纬、我是歌手 - 空白格 - 我是歌手第一季 第5期,https://cfss.cc/api/kg/18792B9FD38929D2C33250F39EC4D559.mp4
跟着感觉走 - 杨宗纬《念奴娇·中秋》，苏轼词中的人生况味【经典咏流传第五季】,https://cfss.cc/api/kg/918788B86DA55F704BB9A79A39499B10.mp4
冯提莫、杨宗纬 - 凉凉 - 异口同声 第六期,https://cfss.cc/api/kg/CD275BB3C4A3F1901FAB1FDED338801B.mp4
杨宗纬、我是歌手 - 最爱 - 现场版,https://cfss.cc/api/kg/125CFD44D1A1B6DF19DF7AD599BBD098.mp4
杨宗纬 - 一次就好 - 2016湖南卫视跨年演唱会现场,https://cfss.cc/api/kg/C55B258480B661270AAF2B290D556F61.mp4
全球音乐吧 - 杨宗纬经典翻唱《给未来的自己》对未来不安的人一定要听！,https://cfss.cc/api/kg/69E628879DDDCA98CDA96B70EA7BF41C.mp4
杨宗纬、洪健轶、我想和你唱 - 一次就好 - 2016我想和你唱现场,https://cfss.cc/api/kg/F6BF05655D435D410DE782A5B740AAD6.mp4
华晨宇、杨宗纬 - 国王与乞丐,https://cfss.cc/api/kg/A452ED1752A12CCC9198168DED0E44F3.mp4
杨宗纬、郑棋元、阿云嘎、蔡程昱、经典咏流传 - 忆江南 - 经典咏流传第五季 第1期,https://cfss.cc/api/kg/BF8C266E2D4B9633AACBFA119C02585B.mp4
杨宗纬、杨和苏KeyNG、追光吧！ - 其实都没有 - 追光吧！ 第11期,https://cfss.cc/api/kg/0EC130E9B24C3DDAB117ABCD694C795B.mp4
杨宗纬-浮生千山路,http://em.21dtv.com/songs/60146429.mkv
邓伦+杨宗纬-天已黑,http://em.21dtv.com/songs/60139159.mkv
杨宗纬-越过山丘,http://em.21dtv.com/songs/60138858.mkv
杨宗纬-生命被你照亮,http://em.21dtv.com/songs/60138857.mkv
杨宗纬-天龙八部,http://em.21dtv.com/songs/60137751.mkv
杨宗纬+范甲君-流浪记,http://em.21dtv.com/songs/60136599.mkv
杨宗纬+杨旭+于东然+范甲君-其实都没有,http://em.21dtv.com/songs/60136598.mkv
杨宗纬-天龙八部,http://em.21dtv.com/songs/60136597.mkv
杨宗纬-张士超你到底把我家钥匙放在哪里了,http://em.21dtv.com/songs/60130460.mkv
杨宗纬+华晨宇-国王与乞丐,http://em.21dtv.com/songs/60122885.mkv
裸儿+杨宗纬-会飞的野马,http://em.21dtv.com/songs/60109618.mkv
杨宗纬-遇见+回旋木马的终端(演唱会),http://em.21dtv.com/songs/60055842.mkv
杨宗纬+洪健轶-一次就好,http://em.21dtv.com/songs/60122886.mkv
杨宗纬-十二楼[中国音超],http://em.21dtv.com/songs/60102369.mkv
杨宗纬+叶蓓-我们好像在哪见过,http://em.21dtv.com/songs/60082033.mkv
杨宗纬+丁芙妮+王希乔+洪健轶-空白格,http://em.21dtv.com/songs/60122884.mkv
杨宗纬-横扫天下之笑天下,http://em.21dtv.com/songs/60081241.mkv
杨宗纬-因为单身的缘故,http://em.21dtv.com/songs/60127087.mkv
杨宗纬-因为单身的缘故(演唱会),http://em.21dtv.com/songs/60063255.mkv
杨宗纬-我要我们在一起,http://em.21dtv.com/songs/60080036.mkv
杨宗纬-听说爱情回来过(演唱会),http://em.21dtv.com/songs/60042570.mkv
杨宗纬-明日晴れるかな(演唱会),http://em.21dtv.com/songs/60030139.mkv
杨宗纬-回旋木马的终端(演唱会),http://em.21dtv.com/songs/60022230.mkv
杨宗纬-红尘来去一场梦,http://em.21dtv.com/songs/60113676.mkv
杨宗纬-最爱,http://em.21dtv.com/songs/60079765.mkv

叶倩文,#genre#
叶倩文-我的爱对你说,http://bizcommon.alicdn.com/l2nDqpMmn6DGHnWzZQA/7xXG24i7EbZtCTOtSnh%40%40sd.m3u8
叶倩文-曾经心痛,http://vodcdn.video.taobao.com/oss/ali-video/0ea34400f2502a94ee14aea506e0042b/video.m3u8
叶倩文-潇洒走一回,http://vodcdn.video.taobao.com/oss/ali-video/371d75312720e701b5f3988d46cdf4ef/video.m3u8
叶倩文-伤逝,http://vodcdn.video.taobao.com/oss/ali-video/9f6ad7cd057bc2cf21d1c5a6cc57eed7/video.m3u8
叶倩文-潇洒走一回,http://vodcdn.video.taobao.com/oss/ali-video/371d75312720e701b5f3988d46cdf4ef/video.m3u8
叶倩文-伤逝,http://vodcdn.video.taobao.com/oss/ali-video/9f6ad7cd057bc2cf21d1c5a6cc57eed7/video.m3u8
叶倩文-曾经心痛,http://vodcdn.video.taobao.com/oss/ali-video/0ea34400f2502a94ee14aea506e0042b/video.m3u8
叶倩文-我的爱对你说,http://bizcommon.alicdn.com/l2nDqpMmn6DGHnWzZQA/7xXG24i7EbZtCTOtSnh%40%40sd.m3u8
博生记 - 叶倩文演唱《潇洒走一回》，陈小春、谢天华伴舞，这画面太惊艳了,https://cfss.cc/api/kg/29EC1399760A442FB8105232E2F69D82.mp4
博生记 - 叶倩文演唱《潇洒走一回》，陈小春、谢天华伴舞，这画面太惊艳了,https://cfss.cc/api/kg/29EC1399760A442FB8105232E2F69D82.mp4
鹃子 - 【TVB26周年台庆】包青天公审天王天后（梁朝伟张学友郭富城林忆莲叶倩文刘嘉玲郑丹瑞廖启智阮兆祥江欣燕）,https://cfss.cc/api/kg/30FD31F85A4A05DC2A5A929DB6698F51.mp4
湘南学院爱音坊 - 林子祥66岁携妻子叶倩文唱《选择》，唱得太甜蜜被观众要求亲吻！,https://cfss.cc/api/kg/0DD76B0E8042BA728F07047CED5F0186.mp4
鹃子 - 【TVB26周年台庆】包青天公审天王天后（梁朝伟张学友郭富城林忆莲叶倩文刘嘉玲郑丹瑞廖启智阮兆祥江欣燕）,https://cfss.cc/api/kg/30FD31F85A4A05DC2A5A929DB6698F51.mp4
美美音乐 - 叶倩文一首《真心真意过一生》歌曲轻松欢快，短发的叶倩文真漂亮,https://cfss.cc/api/kg/0FA8E0EBE10F89170A656C064EC8C3F0.mp4
音乐库 - 一曲《真心真意过一生》轻松欢快，短发的叶倩文，人美歌动听！,https://cfss.cc/api/kg/BE1FA7375CB15BF0B98F55A3C491577D.mp4
平凡音乐 - 一曲《真心真意过一生》轻松欢快，短发的叶倩文，人美歌动听,https://cfss.cc/api/kg/000BA44D080F95C7388A9FA64F0C2FF5.mp4
叶倩文-我的爱对你说,http://bizcommon.alicdn.com/l2nDqpMmn6DGHnWzZQA/7xXG24i7EbZtCTOtSnh%40%40sd.m3u8
叶倩文-潇洒走一回,http://vodcdn.video.taobao.com/oss/ali-video/371d75312720e701b5f3988d46cdf4ef/video.m3u8
叶倩文-我的爱对你说,http://bizcommon.alicdn.com/l2nDqpMmn6DGHnWzZQA/7xXG24i7EbZtCTOtSnh%40%40sd.m3u8
叶倩文-潇洒走一回,http://vodcdn.video.taobao.com/oss/ali-video/371d75312720e701b5f3988d46cdf4ef/video.m3u8
叶倩文-我的爱对你说,http://bizcommon.alicdn.com/l2nDqpMmn6DGHnWzZQA/7xXG24i7EbZtCTOtSnh%40%40sd.m3u8
叶倩文-曾经心痛,http://vodcdn.video.taobao.com/oss/ali-video/0ea34400f2502a94ee14aea506e0042b/video.m3u8
叶倩文-冲动,http://em.21dtv.com/songs/60012844.mkv
叶倩文-伤逝,http://vodcdn.video.taobao.com/oss/ali-video/9f6ad7cd057bc2cf21d1c5a6cc57eed7/video.m3u8
叶倩文-我的爱对你说,http://bizcommon.alicdn.com/l2nDqpMmn6DGHnWzZQA/7xXG24i7EbZtCTOtSnh%40%40sd.m3u8
叶倩文-潇洒走一回,http://vodcdn.video.taobao.com/oss/ali-video/371d75312720e701b5f3988d46cdf4ef/video.m3u8
陶思哲+黄楒灿+丁弼洲+叶倩文-潇洒走一回,http://em.21dtv.com/songs/60137038.mkv
丁弼洲+叶倩文-选择,http://em.21dtv.com/songs/60136200.mkv
李克勤+叶倩文+林子祥-左林右莉走一回,http://em.21dtv.com/songs/60120608.mkv
叶倩文-我是不是你最疼爱的人(演唱会),http://em.21dtv.com/songs/60046083.mkv
叶倩文-干一杯+美梦记心中,http://em.21dtv.com/songs/60092405.mkv
叶倩文-爱上一个不回家的人(演唱会),http://em.21dtv.com/songs/60008719.mkv
叶倩文-我的爱和别人一样(无原唱),http://em.21dtv.com/songs/60045002.mkv
叶倩文-谁的心能让我停泊,http://em.21dtv.com/songs/60039959.mkv
叶倩文-真心真意过一生,http://em.21dtv.com/songs/60058273.mkv
叶倩文-是你忘了我的美,http://em.21dtv.com/songs/60039474.mkv
叶倩文-让我欢喜让我忧,http://em.21dtv.com/songs/60036137.mkv
叶倩文-让我欢喜让我愁,http://em.21dtv.com/songs/60090790.mkv
叶倩文-人生其实很简单,http://em.21dtv.com/songs/60036431.mkv
叶倩文-离开情人的日子,http://em.21dtv.com/songs/60026754.mkv
